policy,cell_code,main_peak_area__cycle_end,main_peak_height_dqdv__cycle_end,main_peak_prominence__cycle_end,main_peak_skewness__cycle_end,main_peak_temp_avg_c__cycle_end,main_peak_temp_max_c__cycle_end,main_peak_temp_min_c__cycle_end,main_peak_voltage_v__cycle_end,main_peak_width_v__cycle_end,main_peak_area__cycle_start,main_peak_height_dqdv__cycle_start,main_peak_prominence__cycle_start,main_peak_skewness__cycle_start,main_peak_temp_avg_c__cycle_start,main_peak_temp_max_c__cycle_start,main_peak_temp_min_c__cycle_start,main_peak_voltage_v__cycle_start,main_peak_width_v__cycle_start,main_peak_area__delta_abs,main_peak_height_dqdv__delta_abs,main_peak_prominence__delta_abs,main_peak_skewness__delta_abs,main_peak_temp_avg_c__delta_abs,main_peak_temp_max_c__delta_abs,main_peak_temp_min_c__delta_abs,main_peak_voltage_v__delta_abs,main_peak_width_v__delta_abs,main_peak_area__delta_pct,main_peak_height_dqdv__delta_pct,main_peak_prominence__delta_pct,main_peak_skewness__delta_pct,main_peak_temp_avg_c__delta_pct,main_peak_temp_max_c__delta_pct,main_peak_temp_min_c__delta_pct,main_peak_voltage_v__delta_pct,main_peak_width_v__delta_pct,main_peak_area__linear_r2,main_peak_height_dqdv__linear_r2,main_peak_prominence__linear_r2,main_peak_skewness__linear_r2,main_peak_temp_avg_c__linear_r2,main_peak_temp_max_c__linear_r2,main_peak_temp_min_c__linear_r2,main_peak_voltage_v__linear_r2,main_peak_width_v__linear_r2,main_peak_area__n_cycles,main_peak_height_dqdv__n_cycles,main_peak_prominence__n_cycles,main_peak_skewness__n_cycles,main_peak_temp_avg_c__n_cycles,main_peak_temp_max_c__n_cycles,main_peak_temp_min_c__n_cycles,main_peak_voltage_v__n_cycles,main_peak_width_v__n_cycles,main_peak_area__slope_per_100_cycles,main_peak_height_dqdv__slope_per_100_cycles,main_peak_prominence__slope_per_100_cycles,main_peak_skewness__slope_per_100_cycles,main_peak_temp_avg_c__slope_per_100_cycles,main_peak_temp_max_c__slope_per_100_cycles,main_peak_temp_min_c__slope_per_100_cycles,main_peak_voltage_v__slope_per_100_cycles,main_peak_width_v__slope_per_100_cycles,main_peak_area__slope_per_cycle,main_peak_height_dqdv__slope_per_cycle,main_peak_prominence__slope_per_cycle,main_peak_skewness__slope_per_cycle,main_peak_temp_avg_c__slope_per_cycle,main_peak_temp_max_c__slope_per_cycle,main_peak_temp_min_c__slope_per_cycle,main_peak_voltage_v__slope_per_cycle,main_peak_width_v__slope_per_cycle,main_peak_area__spearman_pvalue,main_peak_height_dqdv__spearman_pvalue,main_peak_prominence__spearman_pvalue,main_peak_skewness__spearman_pvalue,main_peak_temp_avg_c__spearman_pvalue,main_peak_temp_max_c__spearman_pvalue,main_peak_temp_min_c__spearman_pvalue,main_peak_voltage_v__spearman_pvalue,main_peak_width_v__spearman_pvalue,main_peak_area__spearman_rho,main_peak_height_dqdv__spearman_rho,main_peak_prominence__spearman_rho,main_peak_skewness__spearman_rho,main_peak_temp_avg_c__spearman_rho,main_peak_temp_max_c__spearman_rho,main_peak_temp_min_c__spearman_rho,main_peak_voltage_v__spearman_rho,main_peak_width_v__spearman_rho,main_peak_area__value_end,main_peak_height_dqdv__value_end,main_peak_prominence__value_end,main_peak_skewness__value_end,main_peak_temp_avg_c__value_end,main_peak_temp_max_c__value_end,main_peak_temp_min_c__value_end,main_peak_voltage_v__value_end,main_peak_width_v__value_end,main_peak_area__value_start,main_peak_height_dqdv__value_start,main_peak_prominence__value_start,main_peak_skewness__value_start,main_peak_temp_avg_c__value_start,main_peak_temp_max_c__value_start,main_peak_temp_min_c__value_start,main_peak_voltage_v__value_start,main_peak_width_v__value_start
6C-60PER_3C,460436,756.0,756.0,756.0,756.0,756.0,756.0,756.0,756.0,756.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.3999999999999999,-1.3730000000000002,-1.3730000000000002,0.035999999999999976,3.210000000000001,3.229999999999997,3.299999999999997,-0.03699999999999992,0.013000000000000012,-33.003300330033,-35.81116327595201,-35.81116327595201,11.428571428571422,9.712556732223906,8.949847603214177,10.869565217391296,-1.1839999999999975,4.0000000000000036,0.9129408410406101,0.9056304308355854,0.9056304308355854,0.7263339934954436,0.06590308128805344,0.10018677681344357,0.06982907148682782,0.6437367114998283,0.5837476875965828,755,755,755,755,755,755,755,755,755,-0.04447742179416085,-0.15385473068962502,-0.15385473068962502,0.005490473597347355,0.11638893698724269,0.13761043452753932,0.12728322906445452,-0.004828308379347343,0.001616573272202407,-0.0004447742179416085,-0.00153854730689625,-0.00153854730689625,5.4904735973473545e-05,0.001163889369872427,0.001376104345275393,0.001272832290644545,-4.828308379347343e-05,1.616573272202407e-05,0.0,0.0,0.0,3.7333149526894547e-194,1.2623376219405965e-44,4.2688466933997433e-63,5.571706387373491e-46,1.4577860023547516e-147,2.936939577803733e-130,-0.9898720984285099,-0.9849217492600219,-0.9849217492600219,0.831196689146937,0.4793054380384032,0.558332148945272,0.48586420179245626,-0.7675053845907414,0.7370483207365282,0.812,2.461,2.461,-0.279,36.26,39.32,33.66,3.088,0.338,1.212,3.834,3.834,-0.315,33.05,36.09,30.36,3.125,0.325
6C-60PER_3C,460640,730.0,730.0,730.0,730.0,730.0,730.0,730.0,730.0,730.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.405,-1.4289999999999998,-1.4289999999999998,0.05299999999999999,0.17999999999999972,0.060000000000002274,0.5500000000000007,-0.052999999999999936,0.018000000000000016,-33.89121338912134,-37.784241142252775,-37.784241142252775,17.096774193548384,0.5536757920639795,0.1713796058269131,1.8086155869779703,-1.6927499201533038,5.538461538461544,0.9168751575130758,0.9115749172050939,0.9115749172050939,0.7947914383397608,0.04564421549619757,0.04148816445917114,0.07638564979618989,0.6624266773894254,0.6032949280523494,729,729,729,729,729,729,729,729,729,-0.04531597665539825,-0.1572856975596701,-0.1572856975596701,0.007422312171170613,0.0960827914404752,0.08786878604230129,0.13185620681815902,-0.0052951744123741,0.0017488782709482733,-0.0004531597665539825,-0.001572856975596701,-0.001572856975596701,7.422312171170613e-05,0.000960827914404752,0.0008786878604230129,0.0013185620681815903,-5.2951744123741e-05,1.7488782709482733e-05,0.0,0.0,0.0,7.876956887231029e-244,7.67707778577882e-32,8.251484955145246e-29,1.4019541134725535e-50,4.0557606324120756e-154,4.444245965525729e-143,-0.9914824353293574,-0.9867646710053402,-0.9867646710053402,0.8852067819189732,0.4157903357840414,0.3961768769687452,0.5148106880539596,-0.7862022074053112,0.7684256417190343,0.79,2.353,2.353,-0.257,32.69,35.07,30.96,3.078,0.343,1.195,3.782,3.782,-0.31,32.51,35.01,30.41,3.131,0.325
6C_20PER_4_5C,460473,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.524,-1.642,-1.642,0.10600000000000001,0.4200000000000017,0.46000000000000085,0.5399999999999991,-0.06400000000000006,-0.0030000000000000027,-44.07064760302775,-44.19919246298789,-44.19919246298789,32.61538461538462,1.2658227848101318,1.260273972602742,1.7898574743122275,-2.053256336220727,-0.90909090909091,0.9410282875939515,0.9487554326733902,0.8930903840592653,0.13712308130818163,0.010026295768661542,0.3444412514357543,0.0002443370952378565,0.6501945358710421,0.0001131542303777211,492,492,492,492,492,492,492,492,492,-0.09426922017781486,-0.2995518300365872,-0.299566692121976,0.017555538605501093,0.016367589449351884,0.1336582605032405,-0.002994181216472698,-0.013209345924156032,7.890004043498894e-05,-0.0009426922017781486,-0.002995518300365872,-0.00299566692121976,0.00017555538605501094,0.00016367589449351884,0.001336582605032405,-2.994181216472698e-05,-0.00013209345924156032,7.890004043498894e-07,0.0,0.0,0.0,8.515759331708592e-282,0.0462767418979043,6.787856627130356e-51,0.9083615737174058,1.6802016476691788e-274,0.4365986313528186,-0.998608342676068,-0.9947320860981498,-0.9932704859120994,0.9632181941841905,0.08989177432964476,0.607196110341167,-0.005202550765092019,-0.9605548318765523,-0.03515125566490808,0.665,2.073,2.073,-0.219,33.6,36.96,30.71,3.053,0.327,1.189,3.715,3.715,-0.325,33.18,36.5,30.17,3.117,0.33
6C_31PER_4_25C,460498,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5069999999999999,-1.556,-1.556,0.12,-0.17999999999999972,0.259999999999998,-0.5300000000000011,-0.06600000000000028,-0.006000000000000005,-43.63166953528398,-43.28233657858136,-43.28233657858136,37.73584905660377,-0.5477784540474733,0.72162087149597,-1.7359973796266006,-2.1235521235521326,-1.8018018018018032,0.9503154629121616,0.9523297655143812,0.9523297655143812,0.9201646315311012,0.0034376841682141057,0.161592323097823,0.03333557798622788,0.914555551527625,0.11554832079061694,487,487,487,487,487,487,487,487,487,-0.09407415095664795,-0.2943882474388759,-0.2943882474388759,0.019400423976225413,-0.008023631625255826,0.0754583759823789,-0.03474863762001384,-0.013028396266914752,-0.0004838303480037653,-0.0009407415095664795,-0.0029438824743887593,-0.0029438824743887593,0.00019400423976225414,-8.023631625255826e-05,0.0007545837598237889,-0.0003474863762001384,-0.00013028396266914752,-4.838303480037653e-06,0.0,0.0,0.0,0.0,0.12632566788773056,3.2265189532860257e-21,3.254542306244168e-05,1.0494260445039708e-306,1.3225445071200805e-22,-0.999208905683865,-0.9972776767639956,-0.9972776767639956,0.9811753061696025,-0.06936920742281887,0.41047906655847494,-0.18709150300544453,-0.9718650891367248,-0.42340529481766787,0.655,2.039,2.039,-0.198,32.68,36.29,30.0,3.042,0.327,1.162,3.595,3.595,-0.318,32.86,36.03,30.53,3.108,0.333
6C_40PER_4C,460474,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,479.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5019999999999999,-1.548,-1.548,0.11300000000000002,0.12999999999999545,0.5399999999999991,-0.129999999999999,-0.06300000000000017,-0.0050000000000000044,-43.201376936316684,-43.059805285118216,-43.059805285118216,35.534591194968556,0.39658328248930885,1.5071169411107987,-0.4289013526888783,-2.02442159383034,-1.5015015015015027,0.9105123703238958,0.9208149039527713,0.9208149039527713,0.7178021623109117,0.0012962975705790303,0.2824101455551946,0.0351876738070348,0.9024466940144159,0.005110017477909179,479,479,479,479,479,479,479,479,479,-0.09156690848263055,-0.2913926000821099,-0.2913926000821099,0.018530640455621493,0.005235366567378865,0.10461124553419231,-0.03147170709550474,-0.013183650562102417,0.00012589425319479682,-0.0009156690848263055,-0.0029139260008210987,-0.0029139260008210987,0.00018530640455621493,5.235366567378865e-05,0.001046112455341923,-0.0003147170709550474,-0.00013183650562102416,1.2589425319479683e-06,0.0,0.0,0.0,4.079917611429073e-285,0.33092899107800733,2.3370464161859674e-40,0.00012908463353919781,3.595634040868903e-280,0.2559559295057967,-0.9962053106683324,-0.9939020801711594,-0.9939020801711594,0.9669040320170537,0.044517265555364886,0.5568456112705045,-0.1740329977702097,-0.9652567742447842,-0.05200598252286128,0.66,2.047,2.047,-0.205,32.91,36.37,30.18,3.049,0.328,1.162,3.595,3.595,-0.318,32.78,35.83,30.31,3.112,0.333
6C_4PER_4_75C,460613,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,514.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.4989999999999999,-1.561,-1.561,0.10300000000000001,0.4200000000000017,0.6599999999999966,0.26000000000000156,-0.06999999999999984,-0.0030000000000000027,-42.576791808873715,-42.755409476855654,-42.755409476855654,32.1875,1.2946979038224469,1.8686296715741693,0.8649367930805109,-2.2428708747196358,-0.9063444108761337,0.9354999296136588,0.9454000535644175,0.9454000535644175,0.8696576597035474,0.034112294318977665,0.19147792193291635,0.026310730144473604,0.8978874852366715,0.07249450199647134,514,514,514,514,514,514,514,514,514,-0.08622396660054568,-0.27764546040784766,-0.27764546040784766,0.016470413059331675,0.0253294955242823,0.07634933606036033,0.02755874739674748,-0.012480390655911479,0.00048635370805212954,-0.0008622396660054568,-0.0027764546040784767,-0.0027764546040784767,0.00016470413059331673,0.000253294955242823,0.0007634933606036034,0.0002755874739674748,-0.0001248039065591148,4.863537080521295e-06,0.0,0.0,0.0,1.5844629778240865e-234,6.645438855925539e-05,5.279750836468003e-25,0.0007285624972617808,1.5360396427143476e-292,0.0023518239387854195,-0.9991237817147087,-0.9956623968288463,-0.9956623968288463,0.9361222797474912,0.1749978401917419,0.4338415589564403,0.1485575829816443,-0.9625990561865508,0.13388865958720794,0.673,2.09,2.09,-0.217,32.86,35.98,30.32,3.051,0.328,1.172,3.651,3.651,-0.32,32.44,35.32,30.06,3.121,0.331
6C_52PER_3_5C,460678,449.0,449.0,449.0,449.0,449.0,449.0,449.0,449.0,449.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.521,-1.6510000000000002,-1.6510000000000002,0.096,0.0899999999999963,0.7399999999999949,-0.05999999999999872,-0.07400000000000029,-0.0020000000000000018,-44.26508071367884,-44.66991341991343,-44.66991341991343,30.967741935483872,0.28011204481791563,2.1344101528699015,-0.2018842530282595,-2.3687580025608286,-0.6097560975609762,0.9258699904337332,0.9312969100872087,0.9312969100872087,0.8578675402229176,0.006753836630786769,0.22052688985235136,5.333742788216078e-06,0.8727269020820009,0.008678808569843599,449,449,449,449,449,449,449,449,449,-0.09668424541308726,-0.3086060955562619,-0.3086060955562619,0.01826010181355385,0.008201824159518235,0.06838768692332686,0.0003002704422641634,-0.013262090359528566,0.00017006045179769142,-0.0009668424541308726,-0.003086060955562619,-0.003086060955562619,0.00018260101813553852,8.201824159518235e-05,0.0006838768692332686,3.002704422641634e-06,-0.00013262090359528566,1.7006045179769143e-06,0.0,0.0,0.0,6.2173152483564666e-226,0.09488609727578276,1.078328431910499e-28,0.8638282105188303,7.025700573326837e-247,0.32520679553050114,-0.9993466567945605,-0.9964755929507142,-0.9964755929507142,0.9488489782018866,0.07891712548424745,0.4915798026197717,0.008116221616259335,-0.9589891455598998,-0.0465336299582205,0.656,2.045,2.045,-0.214,32.22,35.41,29.66,3.05,0.326,1.177,3.696,3.696,-0.31,32.13,34.67,29.72,3.124,0.328
6C_60PER_3C,460599,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.381,-1.217,-1.217,0.15899999999999997,0.509999999999998,0.7999999999999972,0.240000000000002,-0.07100000000000017,0.0030000000000000027,-34.98622589531681,-36.73407787503773,-36.73407787503773,55.59440559440559,1.5907673112913225,2.2883295194507927,0.8105369807497536,-2.2881082823074497,0.8875739644970422,0.9095753849472726,0.9178046029638407,0.9178046029638407,0.8201633573437558,0.5968578969893745,0.662405802569924,0.43652117301101623,0.8261657750435552,0.6949836647818364,745,745,745,745,745,745,745,745,745,-0.03895238051015529,-0.12773436098827165,-0.12773436098827165,0.013345410929445776,0.06793527375852128,0.1066212699962288,0.0610233288660224,-0.0068973560076784,0.0007969907486677478,-0.0003895238051015529,-0.0012773436098827166,-0.0012773436098827166,0.00013345410929445776,0.0006793527375852128,0.001066212699962288,0.000610233288660224,-6.8973560076784e-05,7.969907486677478e-06,0.0,0.0,0.0,0.0,2.8957882009370358e-139,1.9154468174090807e-171,4.336371800550371e-90,0.0,1.6364727514191803e-225,-0.9986724835151576,-0.9968524916003636,-0.9968524916003636,0.9871391859354461,0.7566687441010316,0.8060893159354608,0.64843439991389,-0.9467525397193677,0.865711475826682,0.708,2.096,2.096,-0.127,32.57,35.76,29.85,3.032,0.341,1.089,3.313,3.313,-0.286,32.06,34.96,29.61,3.103,0.338
6C_60PER_3C,737281,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,411.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5740000000000001,-1.8059999999999998,-1.8059999999999998,0.11300000000000002,-0.4099999999999966,-0.6700000000000017,0.010000000000001563,-0.07600000000000007,-0.0050000000000000044,-47.873227689741455,-47.63914534423635,-47.63914534423635,34.34650455927052,-1.2503812137846801,-1.9093758905671179,0.032530904359146275,-2.4327784891165196,-1.533742331288345,0.9370210689492475,0.9457506496792365,0.9457506496792365,0.9110499576337628,0.4307763782838522,0.34637046657388704,0.16664006435321455,0.9018671282757194,0.029951638356895183,411,411,411,411,411,411,411,411,411,-0.12088709551966911,-0.3842838228609065,-0.3842838228609065,0.023120105228406924,-0.12428532661770647,-0.11912018128047992,-0.07090317016131864,-0.017034176762291083,-0.0003762848910467833,-0.0012088709551966912,-0.003842838228609065,-0.003842838228609065,0.00023120105228406924,-0.0012428532661770647,-0.0011912018128047992,-0.0007090317016131864,-0.00017034176762291083,-3.7628489104678328e-06,0.0,0.0,0.0,1.812059158928805e-261,8.349891100746557e-50,1.1729141787224928e-37,2.0484755576447876e-18,2.148577540666396e-260,8.664011395479604e-06,-0.9995157260987757,-0.9971462254215077,-0.9971462254215077,0.9726640876515066,-0.6454604868047873,-0.5757437013013095,-0.41360295799947316,-0.9723268355144956,-0.21743936002020314,0.625,1.985,1.985,-0.216,32.38,34.42,30.75,3.048,0.321,1.199,3.791,3.791,-0.329,32.79,35.09,30.74,3.124,0.326
6C_60PER_3C,737302,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5810000000000001,-1.8129999999999997,-1.8129999999999997,0.11100000000000002,-2.390000000000004,-4.289999999999999,-0.379999999999999,-0.07500000000000018,-0.007000000000000006,-48.295926849542816,-47.71052631578947,-47.71052631578947,33.63636363636364,-7.115212860970538,-11.686189049305364,-1.2393998695368527,-2.4046168643796144,-2.147239263803683,0.9432255125754169,0.9463817016038513,0.9463817016038513,0.10588296737822678,0.5386068660857157,0.4275268683776309,0.3938385569534818,0.7696608382851052,0.06638844387054166,426,426,426,426,426,426,426,426,426,-0.12106466377823336,-0.3791735640457984,-0.3791735640457984,0.018366220466482595,-0.3020440094763372,-0.4583611214053793,-0.09051694933340931,-0.017719780592911013,-0.0009008108438480215,-0.0012106466377823336,-0.003791735640457984,-0.003791735640457984,0.00018366220466482596,-0.0030204400947633717,-0.004583611214053793,-0.0009051694933340931,-0.00017719780592911013,-9.008108438480215e-06,0.0,0.0,0.0,3.143848242903477e-247,3.497272305421627e-125,6.620798250467149e-117,2.2287836941798002e-46,1.2463023539950052e-270,1.0755508611022595e-26,-0.9983367378781502,-0.9957601664746851,-0.9957601664746851,0.9644701506112546,-0.8587208716168024,-0.8442292380019412,-0.6188006780016656,-0.9725564461516326,-0.4864965809089101,0.622,1.987,1.987,-0.219,31.2,32.42,30.28,3.044,0.319,1.203,3.8,3.8,-0.33,33.59,36.71,30.66,3.119,0.326
7C-30PER_3_6C,460525,741.0,741.0,741.0,741.0,741.0,741.0,741.0,741.0,741.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.37,-1.205,-1.205,0.046999999999999986,1.3800000000000026,1.5800000000000054,1.8200000000000003,-0.03200000000000003,0.006000000000000005,-31.759656652360512,-33.35178522003875,-33.35178522003875,15.309446254071657,4.260574251312142,4.549380938669754,6.078824315297262,-1.0279473176999687,1.8072289156626522,0.8514017739054811,0.8244197380903694,0.8314627609795471,0.0816164823617137,0.044009448251745575,0.05785937206502778,0.05054467690966091,0.4576730940369781,0.056203881708624226,740,740,740,740,740,740,740,740,740,-0.038973043156505724,-0.12780209013668162,-0.12857481231457443,0.0067148702174697605,0.09638736927391602,0.10635468951116342,0.10792308417833457,-0.003818326223425489,0.0006922317341803379,-0.0003897304315650572,-0.0012780209013668162,-0.0012857481231457444,6.71487021746976e-05,0.0009638736927391602,0.0010635468951116342,0.0010792308417833458,-3.818326223425489e-05,6.922317341803379e-06,0.0,0.0,0.0,2.9098080195080114e-171,1.5396427990535593e-36,4.50629239133847e-46,1.5137457437603289e-37,5.56420395493796e-78,2.04194831084359e-43,-0.983188581888864,-0.9666013984193027,-0.9717372123786723,0.8073834596716994,0.4408609668040763,0.4905826253744139,0.4465193192755952,-0.6143167923241696,0.4775314738530362,0.795,2.408,2.408,-0.26,33.77,36.31,31.76,3.081,0.338,1.165,3.613,3.613,-0.307,32.39,34.73,29.94,3.113,0.332
7C-30PER_3_6C,460622,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.392,-1.375,-1.375,0.05199999999999999,0.28000000000000114,0.259999999999998,0.4399999999999977,-0.04400000000000004,0.017000000000000015,-33.08016877637131,-36.784376672017125,-36.784376672017125,16.403785488958988,0.8838383838383874,0.7690032534752972,1.477501678979173,-1.4089016970861363,5.214723926380373,0.901552770072849,0.890790482533853,0.890790482533853,0.7055616596303553,0.041195986236711724,0.04695314178535537,0.05465423920878398,0.6080215724536455,0.529826115851298,701,701,701,701,701,701,701,701,701,-0.046029098497001354,-0.15816480903784733,-0.15816480903784733,0.0058830590870533545,0.1027791799261167,0.1067370353532973,0.12324939603113819,-0.005086461169200093,0.00154082690173991,-0.0004602909849700135,-0.0015816480903784733,-0.0015816480903784733,5.883059087053354e-05,0.001027791799261167,0.001067370353532973,0.001232493960311382,-5.086461169200093e-05,1.54082690173991e-05,0.0,0.0,0.0,6.4013102829123e-174,3.3263542117905467e-28,8.006284214659843e-34,1.254316593320743e-38,6.367927176990203e-122,2.5294199579332786e-102,-0.9896999635920116,-0.9828085314937056,-0.9828085314937056,0.8230892611918228,0.3992294380340887,0.4355833701175641,0.46351238529741906,-0.7388118872259082,0.6952237232120133,0.793,2.363,2.363,-0.265,31.96,34.07,30.22,3.079,0.343,1.185,3.738,3.738,-0.317,31.68,33.81,29.78,3.123,0.326
7C-40PER_3C,460506,703.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,703.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.397,-1.3850000000000002,-1.3850000000000002,0.05199999999999999,0.14999999999999858,0.1700000000000017,0.23000000000000043,-0.05099999999999971,0.016000000000000014,-33.16624895572264,-36.63052102618355,-36.63052102618355,16.507936507936506,0.4751346214760804,0.514995455922453,0.760330578512398,-1.6309561880396455,4.907975460122704,0.9062465116881355,0.8950720474195927,0.8950720474195927,0.7302475442739012,0.04345111272987523,0.04587046431381614,0.05759514623764539,0.565636644016888,0.5148968620890465,702,702,702,702,702,702,702,702,702,-0.0456910444146723,-0.1601806800245115,-0.1601806800245115,0.00665120930155842,0.09448407211002752,0.09546681601641066,0.11114853873319204,-0.0045395716542199005,0.0019140170277643954,-0.00045691044414672297,-0.0016018068002451149,-0.0016018068002451149,6.65120930155842e-05,0.0009448407211002752,0.0009546681601641066,0.0011114853873319204,-4.5395716542199003e-05,1.9140170277643954e-05,0.0,0.0,0.0,1.5890942175852752e-205,4.841032582731624e-33,3.199117497023329e-34,1.0845376555526517e-41,9.629567501896946e-122,1.4989053509088827e-108,-0.9887158992338314,-0.9810157702187865,-0.9810157702187865,0.8588176333371803,0.4305074434881843,0.4377192132331497,0.4797556958525868,-0.738101193159208,0.7096315582871192,0.8,2.396,2.396,-0.263,31.72,33.18,30.48,3.076,0.342,1.197,3.781,3.781,-0.315,31.57,33.01,30.25,3.127,0.326
7C-40PER_3C,460601,647.0,647.0,647.0,647.0,647.0,647.0,647.0,647.0,647.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.3899999999999999,-1.424,-1.424,0.05099999999999999,0.3400000000000034,0.3100000000000023,0.41000000000000014,-0.039000000000000146,0.023999999999999966,-32.55425709515859,-37.41460851287441,-37.41460851287441,16.088328075709775,1.052957572003727,0.8926000575871071,1.3571665011585572,-1.2464046021093047,7.407407407407398,0.9067194480894248,0.8881438798544797,0.8881438798544797,0.43030372922698035,0.09963512644170258,0.11647292718164792,0.12498336998691517,0.5848514251933304,0.39514426931454505,646,646,646,646,646,646,646,646,646,-0.04977711226223652,-0.17906006142986405,-0.17906006142986405,0.006679478928929007,0.16448707977569468,0.1722921289272615,0.1935543266813034,-0.004881253809320586,0.002525652994157804,-0.0004977711226223652,-0.0017906006142986406,-0.0017906006142986406,6.679478928929007e-05,0.0016448707977569468,0.001722921289272615,0.001935543266813034,-4.881253809320586e-05,2.525652994157804e-05,0.0,0.0,0.0,6.169323913168108e-142,1.2255584927875777e-42,6.850649626431962e-51,4.3649113568757015e-54,7.759744654504952e-109,1.2500463142464706e-129,-0.9904619992922931,-0.9863525255442847,-0.9863525255442847,0.7949997195639509,0.5025398480658172,0.5433331190310606,0.557744546364772,-0.7306696623031638,0.7734389615751603,0.808,2.382,2.382,-0.266,32.63,35.04,30.62,3.09,0.348,1.198,3.806,3.806,-0.317,32.29,34.73,30.21,3.129,0.324
7C-40PER_3_6C,453773,616.0,616.0,616.0,616.0,616.0,616.0,616.0,616.0,616.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.4019999999999999,-1.347,-1.347,0.066,0.25,0.519999999999996,0.46999999999999886,-0.0389999999999997,0.01100000000000001,-34.06779661016949,-36.70299727520436,-36.70299727520436,20.370370370370374,0.7582650894752806,1.4561747409689052,1.5419947506561642,-1.2524084778419942,3.323262839879157,0.9174937179045974,0.9070320818049493,0.9070320818049493,0.8601903565693223,0.22896289035718753,0.2422787555760466,0.279190913557124,0.5423918373857156,0.5427279457323078,615,615,615,615,615,615,615,615,615,-0.05210749288845737,-0.181110473700447,-0.181110473700447,0.008317915103090294,0.2456511511051928,0.24235987655785865,0.29522760547627047,-0.0046930403353694795,0.0021282677757611932,-0.0005210749288845737,-0.00181110473700447,-0.00181110473700447,8.317915103090294e-05,0.002456511511051928,0.0024235987655785865,0.002952276054762705,-4.69304033536948e-05,2.1282677757611932e-05,0.0,0.0,0.0,1.7388709356267015e-278,6.199326365642978e-70,3.1843285033675955e-81,8.620581440519073e-85,2.884274534525916e-90,3.169610470453037e-79,-0.9938760134395919,-0.9910099448978877,-0.9910099448978877,0.9351627122488129,0.6321601880998389,0.6695839967326205,0.6803700374623542,-0.6960678077700152,0.6633377320189923,0.778,2.323,2.323,-0.258,33.22,36.23,30.95,3.075,0.342,1.18,3.67,3.67,-0.324,32.97,35.71,30.48,3.114,0.331
